ds,yhat,yhat_lower,yhat_upper
2015-01-01,932.1631430232795,-1222.3042259166452,3132.4935785521193
2015-02-01,1350.2243165322895,-636.4914238632849,3573.2907883337
2015-03-01,1891.4987894749283,-307.8862186770065,3952.0797157136626
2015-04-01,1353.8241654107417,-760.1605803894547,3568.930475809803
2015-05-01,2297.4674661989884,97.4386161103518,4438.198388228199
2015-06-01,2314.984538293715,127.09525324462797,4432.307154938829
2015-07-01,1264.7912031922172,-939.9171194864178,3516.9037557412244
2015-08-01,913.7600766270153,-1479.968731221171,3170.342769169749
2015-09-01,2361.2742128746527,43.543000108370315,4406.033769780997
2015-10-01,2344.713652246495,316.04427187786683,4445.165475142073
2015-11-01,2335.1161741781116,64.82677882365141,4572.728086793041
2015-12-01,645.3820529663426,-1668.5239954600938,2907.3850332400616
2016-01-01,1064.7857168676871,-1196.715561787462,3171.6265749630425
2016-02-01,1628.9487256685306,-650.2156626306096,3834.7735877372456
2016-03-01,2795.285432724459,444.7474193689685,5051.581927899864
2016-04-01,1480.051916455971,-652.0122478968387,3631.6014513273617
2016-05-01,2141.583073451637,-126.91168631487194,4429.614582122654
2016-06-01,2222.7125622217736,30.167966549637068,4497.30171588249
2016-07-01,1362.5880657255268,-739.2055048223363,3514.1032632394667
2016-08-01,908.3800237643972,-1117.8737612146533,3189.8268661249085
2016-09-01,2431.046468346674,270.18771783829936,4707.23117315247
2016-10-01,2546.0383441557633,465.9736282113564,4652.264412796072
2016-11-01,2494.574285039452,216.89294176637128,4460.360865756892
2016-12-01,782.8448283630378,-1385.5135266140726,2935.290790079195
2017-01-01,918.3861043906554,-1302.5059694950073,3164.9788440785783
2017-02-01,1023.9213135633503,-967.3734304085375,3154.8731856331397
2017-03-01,2577.9910626264455,404.6559137184335,4713.206133439074
2017-04-01,1514.4330254291876,-579.7246294147251,3747.266519584972
2017-05-01,2272.657980766152,253.76473093663702,4432.463341590835
2017-06-01,2335.2193224236053,264.3075663900308,4497.523529622359
2017-07-01,1411.574670178516,-643.9545429912466,3703.8932915167534
2017-08-01,991.3765772709439,-1150.6417820307731,3074.2306674534116
2017-09-01,2490.3775456979715,331.95143598787485,4766.942655636921
2017-10-01,2560.518758019546,358.961354368717,4697.429067271801
2017-11-01,2521.857547222196,250.85978265762247,4718.2683792260605
2017-12-01,815.0576246407763,-1461.3465234450748,3025.452793992197
2018-01-01,1045.3149606066504,-1032.0962278809648,3393.6536548961153
2018-02-01,1310.4634176603392,-886.7260753922102,3453.5441076066204
2018-03-01,2357.591208145247,227.94712058017964,4520.076123778293
2018-04-01,1553.2890356124478,-602.0070234609973,3929.8169593439097
2018-05-01,2405.6139478445266,403.87047936277116,4573.6436440427315
2018-06-01,2446.9648791274562,186.46451121357222,4522.182085321666
2018-07-01,1459.9393052820178,-682.8602017401457,3475.2284685949594
2018-08-01,1074.14240123244,-904.360440187017,3362.6242452831457
2018-09-01,2548.0818071643635,188.19209067898993,4747.287652883165
2018-10-01,2574.3488217485087,396.271893144811,4730.4346896386305
2018-11-01,2549.6422651306334,374.23176023533165,4587.992972438678
2018-12-01,850.1928549453901,-1301.7696400812677,3079.283545923686
2019-01-01,1175.125004375755,-1025.3189874777133,3411.1410830767722
2019-02-01,1593.1798805248916,-567.0403608792318,3848.4229738766667
2019-03-01,2134.448665534128,-95.67847083076416,4385.819830693949
2019-04-01,1596.767744109051,-658.6565596224248,3757.4485742585507
2019-05-01,2540.4049506790243,376.7506009123313,4685.416975319017
2019-06-01,2557.915725172485,497.15735974939184,4714.6200691443955
2019-07-01,1507.7162961588083,-735.1005859894286,3640.967053162672
2019-08-01,1156.6788725504252,-952.431186200249,3345.9060310426044
2019-09-01,2604.186711754426,434.48809170801286,4850.897285973323
2019-10-01,2587.6200569476673,302.1335659474243,4687.284684261706
2019-11-01,2578.0162816004417,470.54974999498705,4703.392843818178
2019-12-01,888.276066250462,-1382.1984238992773,3061.7774977207773
2020-01-01,1307.6734328745515,-846.2397668688325,3459.3520850267782
2020-02-01,1871.8301446043456,-261.58165116661354,4091.1026466423436
2020-03-01,3038.1609640650177,772.5252729987907,5087.719005892375
2020-04-01,1722.9211541648795,-378.88856314026293,3781.0549499782287
2020-05-01,2384.446220548062,215.08617430077067,4543.160319016606
2020-06-01,2465.5694155149645,244.74184851869288,4617.0027709622445
2020-07-01,1614.4573876098389,-640.6492397968009,3772.5284900025217
2020-08-01,1169.5622298595845,-1075.0318648668267,3455.4384681278893
2020-09-01,2701.5415586542867,578.6758257208509,4963.094787274538
2020-10-01,2825.545903609168,676.3512579437573,4922.759049853578
2020-11-01,2801.531532011169,505.6375799421505,4830.437502887928
2020-12-01,1116.3662890602589,-1230.9281500174102,3376.8218391624787
2021-01-01,1279.3572526055082,-960.790907185661,3561.6778229827073
2021-02-01,1412.348445772213,-699.8125695108272,3581.095723300264
2021-03-01,3011.124029638927,760.4792859276315,5059.412769173805
2021-04-01,1997.0617381189056,-200.82668705585533,4249.049945456451
2021-05-01,2803.1858021737053,712.6604948844458,4844.395343483322
2021-06-01,2915.2428895330177,812.8238820999079,5138.34215336438
2021-07-01,2059.9749226913746,-112.36042728973116,4365.608300366392
2021-08-01,1710.4327380341626,-631.7519593787376,3885.1736759751147
2021-09-01,3280.089614712111,1153.44851385689,5538.991683389985
2021-10-01,3418.60751291018,1068.2650161034155,5630.2390531603105
2021-11-01,3465.470233021182,1421.6082486719279,5641.10806856268
2021-12-01,1841.4354048681653,-156.78559915333372,4116.286682378294
2022-01-01,2157.216671743159,0.5411023093217209,4314.4657172289335
