ds,yhat,yhat_lower,yhat_upper
2015-01-01,11.43815372300751,-6.185181434776708,31.240040216254663
2015-02-01,13.960462904916136,-5.316790689486832,32.74035625033104
2015-03-01,18.002319790202336,-1.7644867586920099,36.45533126111013
2015-04-01,14.60411449366101,-5.351858885206157,33.95843842989651
2015-05-01,15.567075342317748,-4.76506255094275,33.94089413241522
2015-06-01,16.076418630100616,-2.6934650544217815,36.097119575578695
2015-07-01,16.8970385647775,-0.4266698862996061,36.82706273337758
2015-08-01,8.781779715509245,-9.051635188506822,27.379347452701456
2015-09-01,15.134966485330695,-3.9752584615794198,34.9967715784267
2015-10-01,14.885652099720174,-4.2788231877648055,34.243140401081746
2015-11-01,7.759881500575376,-11.77100181324301,28.260591090678773
2015-12-01,3.825269677914001,-15.117011358537031,22.924572216372965
2016-01-01,15.6566644462563,-4.629120375741928,34.401683054309316
2016-02-01,17.733886090300754,-0.0770061939666353,37.70614630045302
2016-03-01,22.950887067189377,4.3748671544013815,42.38367246673972
2016-04-01,18.17745395893887,-2.194291960672129,38.32726829897488
2016-05-01,18.315734028666466,0.1494855213513573,38.95133757125314
2016-06-01,20.55235980562452,1.3171887378807463,41.026717152093575
2016-07-01,21.40183797028641,2.0374920340842375,40.040825706670915
2016-08-01,12.245321565838744,-5.84796768000903,31.477659388081516
2016-09-01,19.417239886355862,-1.6131740914233597,39.058769252701076
2016-10-01,18.63296660758455,0.04512957807539991,38.344536925807624
2016-11-01,11.846189579746714,-8.452051421900785,31.826099653074337
2016-12-01,7.77020971311984,-11.626304845758535,28.616261772544313
2017-01-01,18.84744857405212,-0.656810159315677,37.94997420067272
2017-02-01,22.25217935338867,3.8229873803196175,42.0131371436644
2017-03-01,26.584985852462644,6.169148575516207,46.56354311004259
2017-04-01,22.262747233042052,2.716958958187443,41.77597851248872
2017-05-01,22.69051706367192,3.4407477999611626,41.89071575167046
2017-06-01,24.356656744193828,4.618970182144657,43.893546174639376
2017-07-01,25.18715283868945,6.404300214839605,44.64740776239066
2017-08-01,16.37406688958865,-2.772126418599153,36.09078725922031
2017-09-01,23.279310609205528,4.323519414865344,42.44694353598465
2017-10-01,22.672097196105316,0.7398832308731597,41.71965098822363
2017-11-01,15.770337016672674,-2.965917315474863,36.60796852211143
2017-12-01,11.736656656451554,-8.359552082009156,29.127659207298926
2018-01-01,23.076991820844842,4.275020457966845,40.31045579869599
2018-02-01,26.041975508392195,7.72294567114039,45.54328693726487
2018-03-01,30.22300977674653,11.038519407793554,50.128504469203854
2018-04-01,26.35935982001931,6.747821107816497,46.584219072655664
2018-05-01,27.062136618672305,8.66613508240636,45.83456090743905
2018-06-01,28.15231951756029,10.432666979048047,47.517263434086075
2018-07-01,28.973144489497155,10.328511704719775,47.83190609855804
2018-08-01,20.50726159947878,0.5208189853560776,39.63059603219814
2018-09-01,27.139553297131677,7.117202210998546,45.949969166066566
2018-10-01,26.710670576257563,5.9145873325587655,45.863812598823664
2018-11-01,19.695883222354844,0.7830139572237294,40.337138541030036
2018-12-01,15.709397184864196,-2.747911114471613,34.33451422138656
2019-01-01,27.301188920812926,7.738030679088874,48.07016673340101
2019-02-01,29.823498101371044,11.51763211182309,48.00485618553499
2019-03-01,33.86535498543892,14.78680889769944,54.68239187700349
2019-04-01,30.467149687543536,10.649404603332606,50.88071015859316
2019-05-01,31.430110534892286,11.93069965747256,51.742819545218616
2019-06-01,31.939453823151407,11.906380531021917,51.043834008169135
2019-07-01,32.76007375830501,13.574086545384603,52.364553112923645
2019-08-01,24.644814909530794,5.5988517458278535,44.74044694148886
2019-09-01,30.998001679841607,12.105663306410372,50.304308754088304
2019-10-01,30.74868729391707,11.844954840363823,49.99721643986966
2019-11-01,23.622916695125056,4.835316351781616,42.10547069384556
2019-12-01,19.688304872807613,1.1537530691135924,39.30298111357131
2020-01-01,31.5196996415063,11.976006010271831,51.175701555515374
2020-02-01,33.596921286369636,14.919385228889592,52.10230903339083
2020-03-01,38.81392226324769,19.723462496340257,58.069753127797995
2020-04-01,34.040489154992486,14.489797250068095,55.03690802062357
2020-05-01,34.17876922471127,14.971257827591542,54.47007475683461
2020-06-01,36.41539500174262,16.387216948997825,56.09852343930971
2020-07-01,37.26487316530382,16.621020972235442,56.92469027608823
2020-08-01,28.108356759720692,9.964775129728066,46.54379510854632
2020-09-01,35.280275079100164,15.518998804665141,54.48366376376575
2020-10-01,34.4960017990457,14.792608253789169,53.33340754252514
2020-11-01,27.70922477036641,8.788119212340735,47.245682224374285
2020-12-01,23.633244902921483,4.501144283677052,43.02702297906293
2021-01-01,34.71048376301105,15.151793332383843,54.60021161271587
2021-02-01,38.11521454009735,19.1506693611482,57.41990527162143
2021-03-01,42.44802103714605,22.574693341759776,61.57474713641455
2021-04-01,38.12578241548245,18.751370754979792,56.85073841912746
2021-05-01,38.55355224393968,19.997216949553753,58.02547115380448
2021-06-01,40.219691922049826,22.078577632912683,59.28146634893987
2021-07-01,41.050188003514265,22.842865346584535,60.1373749275861
2021-08-01,32.23710204094158,13.569840485305132,51.16815127099429
2021-09-01,39.1423457470864,19.129197039244552,59.07589500187152
2021-10-01,38.53513232185986,18.9950140853208,56.942825591521526
2021-11-01,31.633372128419353,10.316102667858747,50.40340643404323
2021-12-01,27.599691754643725,7.299788273158469,47.23741389412702
2022-01-01,38.94002690502899,19.281073852338597,57.641103362722326
2022-02-01,41.90501057836931,23.090567546903447,62.49059983756305
2022-03-01,46.08604483274142,25.82394724185513,65.7914744044547
2022-04-01,42.22239486052573,23.443343418519266,60.65519578356025
